Character,Line,Season,Episode
HOUSE,paging wife worry paged kutner first,05,10
FOREMAN,guillainbarré fit patient notice initial symptom different feel every day muscle weakness precursor full paralysis,05,10
HOUSE,gastric bypass probably set oh price beauty go start plasmapheresis,05,10
DEEDEE,singing put de lime de coconut drank put de lime de coconut drank,05,10
KUTNER,deedee,05,10
DEEDEE,put de lime de coconut drank,05,10
KUTNER,stop singing,05,10
DEEDEE,put de lime de coconut call de doctor woke say,05,10
CAMERON,musical automatism could partial seizure right need get house,05,10
DEEDEE,doctor aint der notin take say,05,10
TAUB,deedee,05,10
DEEDEE,doctor relieve bellyache say,05,10
CAMERON,yelling going effective treatment,05,10
KUTNER,faking cry attention,05,10
DEEDEE,doctor put de lime de coconut,05,10
CAMERON,brain could misfiring,05,10
DEEDEE,call de doctor woke,05,10
KUTNER,right rare neurological disorder far likely cry attention mean nothing woman scream look,05,10
DEEDEE,say doctor aint der notin take say,05,10
CAMERON,pulling deedees hair back hand look deedee bleeding ear need full neurological workup,05,10
DEEDEE,doctor relieve bellyache say doctor,05,10
CAMERON,get house,05,10
EMMY,ultimate irony klled trying make healthy,05,10
TAUB,dying okay disease manageable,05,10
EMMY,better start getting used wheelchair selfpity suit,05,10
EMMY,take,05,10
TAUB,strong enough walk come get bed walk,05,10
KUTNER,could aneurysm weve got control blood pressure start calcium channel blocker,05,10
CHASE,could tell house,05,10
KUTNER,tell house,05,10
CAMERON,trouble hand sick,05,10
KUTNER,singing,05,10
CHASE,bleeding ear losing hair aneurysm explain joint pain,05,10
KUTNER,wilson disease doe,05,10
CAMERON,kayserfleischer ring,05,10
KUTNER,anorexia,05,10
CHASE,desperate,05,10
KUTNER,biliary tumor causing pareneoplastic syndrome,05,10
CHASE,might actually fit scan confirm,05,10
KUTNER,,05,10
CHASE,time mean ask income give,05,10
WILSON,going fence,05,10
HOUSE,took three visit finally convinced contractor cuddy bos office renovation plan need go,05,10
WILSON,math right screwing office mean renovation take longer mean office longer,05,10
HOUSE,marking area blueprint see bidet put instead toilet addition instead want know happened old toilet,05,10
WILSON,shell claim want,05,10
HOUSE,smashed sledgehammer,05,10
WILSON,think ancient culture actually considered proposal marriage,05,10
HOUSE,fun analyzing everyone el fun away,05,10
WILSON,ask itll cost hospital lot le,05,10
TAUB,brought visitor cheer okay come guy,05,10
IRV,staying plan nobody cheating,05,10
EMMY,thats great sits bed uh arm,05,10
IRV,found gastric bypass could lie u like,05,10
EMMY,doctor told shift bed really hurting arm,05,10
IRV,best fraud selfhating fat person,05,10
EMMY,really hurting,05,10
IRV,feel burn,05,10
OTHER VISITORS,burn burn close chanting,05,10
EMMY,help scream sits bed alone get get get,05,10
TAUB,mood congruent hallucination,05,10
KUTNER,mean guillainbarré,05,10
THIRTEEN,mean whatever brain get leave,05,10
HOUSE,going,05,10
THIRTEEN,sorry treatment,05,10
HOUSE,foreman schedule appointment number clock middle something,05,10
THIRTEEN,sorry dying bad time could cns lymphoma leaf,05,10
HOUSE,calling losing pound coincidence get,05,10
TAUB,prion disease,05,10
HOUSE,brain slowly turning swiss cheese lot,05,10
TAUB,possible treatment,05,10
HOUSE,get brain biopsy confirm,05,10
CUDDY,cutting woman brain test,05,10
HOUSE,test,05,10
CUDDY,cns lymphoma perfectly legitimate diagnosis one test noninvasively,05,10
HOUSE,obviously opposed invasive,05,10
CUDDY,rule cns lymphoma first rule astrocytoma rule brain tumor,05,10
HOUSE,hereby declare ruled,05,10
CUDDDY,run test brain biopsy last resort return office,05,10
HOUSE,following start running cuddy list disease taub kutner get,05,10
HOUSE,stopping medical reason stopping hots,05,10
CUDDY,still hots,05,10
HOUSE,evidenced fact one moved office,05,10
CUDDY,biggest office one destroyed,05,10
HOUSE,dressed like try hard get attention screwing,05,10
CUDDY,screwing,05,10
HOUSE,depends answer,05,10
CUDDY,everybody know going somewhere pause think supposed kiss,05,10
HOUSE,already put hand breast seemed like logical next step,05,10
CUDDY,really idiot surprised,05,10
HOUSE,leave,05,10
THIRTEEN,keep coming change appointment time,05,10
FOREMAN,cant schedule full stuck might get know leaf thirteen look janice,05,10
TAUB,head mri clean mean cns lymphoma,05,10
EMMY,whats next list,05,10
TAUB,type brain tumor,05,10
EMMY,stop cafeteria,05,10
TAUB,something brought want,05,10
EMMY,chocolate cake,05,10
TAUB,give gonna figure,05,10
EMMY,supposed hoping find brain tumor else could hard lying take advice tell truth whats next list,05,10
TAUB,prion disease,05,10
EMMY,thats got bad,05,10
TAUB,treatment guarantee sorry,05,10
EMMY,let piece cake,05,10
TAUB,entering uh wheres cuddy cns lymphoma,05,10
HOUSE,know,05,10
TAUB,getting worse want find cuddy get approval brain biopsy,05,10
HOUSE,philandering impunity feel,05,10
TAUB,superficially loved deep think miserable whats going,05,10
HOUSE,miserable gave something away make relationship work rationalize getting something back,05,10
TAUB,okay gonna go get cuddy approval brain biopsy,05,10
HOUSE,leave em gonna biopsy leaf,05,10
TAUB,cuddy wanted u eliminate seven different thing,05,10
HOUSE,cuddy always get want,05,10
TAUB,bad idea get power play somebody power,05,10
HOUSE,fired reinforcing point,05,10
TAUB,whatever personal drama playing lot smarter,05,10
HOUSE,thought said sick,05,10
HOUSE,sick people spontaneously get better,05,10
THIRTEEN,yes called immune system,05,10
HOUSE,sick people sick enough make spontaneously get better pithy yeah technically accurate whats last thing gave,05,10
TAUB,took mri looking,05,10
HOUSE,mri detect treat give mri,05,10
TAUB,give anything got depressed lack direction went cafeteria chocolate cake took room hung banana bag let rest,05,10
HOUSE,gave cake,05,10
TAUB,asked figured,05,10
HOUSE,figured let play question instead telling leaf taub follows,05,10
HOUSE,feeling crappy brought cure pull lid cake container give taub whole chocolatefrosted twolayer cake inside id give iv stuff frosting tends get stuck little tube,05,10
EMMY,joke,05,10
HOUSE,joke lie attempt defraud way actual licensed physician actual diagnosis hereditary coproporphyria brings forkful turn head away face genetically blessed body chemistry slightly le eats cake make enough certain enzyme pronounce apparently important liver everything else treatment high carb diet rich sugar porker selfmedicating,05,10
EMMY,treatable,05,10
TAUB,reverse gastric bypass get back high carb glucoseenriched diet,05,10
HOUSE,best could lot brings another forkful cake open hangar come plane,05,10
EMMY,nothing else try,05,10
TAUB,drug manages symptom cure,05,10
EMMY,let try,05,10
TAUB,want surgery,05,10
HOUSE,understand many people gut admit theyd rather pretty healthy income better get action start drug treatment right away leaf,05,10
TAUB,bought bought really trying make people life little better,05,10
KUTNER,surprised superficial plastic surgeon human condition,05,10
TAUB,freak,05,10
KUTNER,every time put someone bob nose risking life,05,10
TAUB,,05,10
KUTNER,singing better,05,10
KUTNER,one supposed let patient leave bed,05,10
NURSE,respiratory arrest coded nearly minute make,05,10
CUDDY,house unemotional child incapable intimacy romance trust done look newly furnished office perfect,05,10
WILSON,like desk lot character,05,10
CUDDY,thats one ordered run hand desk med school,05,10
WILSON,storage something,05,10
CUDDY,mom,05,10
WILSON,sweet,05,10
CUDDY,mom idea redoing office stand behind desk smile face,05,10
THIRTEEN,lied night woman waiting room freak future freaked past,05,10
FOREMAN,mother mustve horrible watching die,05,10
THIRTEEN,wanted die yelled much reason screamed front friend father tried explain brain literally shrinking mean disease care hated never said goodbye died hating,05,10
TAUB,chase test biliary tumor,05,10
KUTNER,said negative said stable left found time,05,10
TAUB,house gonna kll u,05,10
HOUSE,slowly turn standing behind painfully idiot fraud fraudulent idiot fraudulent idiotic killer turn,05,10
KUTNER,house really,05,10
HOUSE,fault yeah pretending even competent throw file kutner fault ratting patient still alive easily treatable couldve fine damn treatment simple stare might still possible,05,10
KUTNER,house house start chest compression house clearly dead,05,10
KUTNER,dead,05,10
HOUSE,dead even sick moron deedee raise hand house give high five seriously good formal training least acting,05,10
DEEDEE,see face,05,10
HOUSE,think may al hygiene violation,05,10
TAUB,ct,05,10
HOUSE,patient three year ago hard find hair makeup getting chase cameron play along much easier,05,10
KUTNER,deserved take website,05,10
HOUSE,take kidding way lucrative shut chase earn letting use name chop chop go work first dollar go expense booked little thespian two full day thats three g owe,05,10
DEEDEE,still got hour left,05,10
HOUSE,,05,10
CHORUS,joy world lord come let earth receive king let every heart prepare room heaven nature sing heaven nature sing heaven heaven nature sing,05,11
SARAH,suck need make statement know,05,11
NATALIE,think,05,11
SARAH,afraid wind detention,05,11
NATALIE,yeah thats thats teacher,05,11
SARAH,theyre going send u detention,05,11
RACHELLE,mr henderson totally lame best chance inform fact natalie stare think lame,05,11
NATALIE,yeah,05,11
SARAH,whats problem,05,11
NATALIE,okay nod girl file onstage,05,11
ANNOUNCER,robin kay academy vocal jazz ensemble,05,11
ENSEMBLE,chestnut roasting open fire jack frost nipping nose yuletide carol sung choir folk dressed like eskimo everybody know,05,11
NATALIE,mr hendersons stupid stop realizes one singing laughter audience whyd look footlights seem focus feel good projectile vomit fall hand knee still retching,05,11
CUDDY,yearold female get pranked also get visual hallucination vomiting turn failing liver,05,11
HOUSE,foreman breast suddenly started droop,05,11
THIRTEEN,large breast classic symptom letting foreman take vacation day finish fda report end year,05,11
HOUSE,taking vacation raise eyebrow suggestively,05,11
CUDDY,hepatic neurological involvement,05,11
HOUSE,understand foreman absence presence much,05,11
CUDDY,bringing case may noticed,05,11
HOUSE,ive noticed lot recently almost sexual interest someone like say taub,05,11
CUDDY,taub might think like stayed gonna leaf,05,11
TAUB,somehow think really,05,11
KUTNER,reaching file uh wilson disease,05,11
THIRTEEN,ceruloplasmins normal,05,11
TAUB,got christmas present,05,11
KUTNER,grab card greg made think,05,11
HOUSE,thats funny usually explodes,05,11
THIRTEEN,alcohol abuse,05,11
TAUB,kind boozing destroys liver early parent teacher would notice pull present trash unwraps book wow manual operation surgery joseph bell,05,11
KUTNER,throwing away,05,11
HOUSE,twice grab put back trash someone screwing forget,05,11
TAUB,yeah gifting antique medical text oldest gag book,05,11
KUTNER,handwriting kinda girly got admirer house,05,11
HOUSE,said forget book fellow look whyd pick,05,11
KUTNER,overachiever high grade volunteer big target,05,11
HOUSE,assuming literally depending school fall healthers scale,05,11
THIRTEEN,think kid slipped something teacher grilled,05,11
HOUSE,teacher never know motivate student,05,11
KUTNER,natalie,05,11
SARAH,fault smiling texting looking stop total pig,05,11
SARAH,,05,11
CHASE,friend liver failing still might need transplant could die unless tell u gave,05,11
ANNA,tell,05,11
SARAH,shut,05,11
ANNA,gave shrooms,05,11
SARAH,took wanted make loosen little,05,11
KUTNER,thoughtful got left,05,11
SARAH,theyre simon locker look ultrapreppy blond boy,05,11
KUTNER,idea,05,11
SIMON,way give anything,05,11
KUTNER,right knew let,05,11
SIMON,poisonous mushroom hallucinogenic one different,05,11
CHASE,dry properly,05,11
KUTNER,get back school better hope got time,05,11
CHASE,,05,11
SARAH,going get trouble apologize something,05,11
CHASE,yes natalies third floor,05,11
SARAH,,05,11
CHASE,shoulder leaf mr raditz,05,11
THIRTEEN,wheres woman spoke last week trial patient um advanced symptom,05,11
FOREMAN,dropped,05,11
THIRTEEN,okay,05,11
FOREMAN,healthrelated want drop,05,11
THIRTEEN,,05,11
FOREMAN,say break house special patient understand better smile,05,11
THIRTEEN,good today bos,05,11
FOREMAN,rigidity cog wheeling absolutely id call good,05,11
THIRTEEN,great thanks start leave,05,11
FOREMAN,clipboard,05,11
THIRTEEN,keep,05,11
KUTNER,place actually smell evil,05,11
TAUB,work locker opened kutner start going would house throw book worth hundred dollar,05,11
KUTNER,checking content make ask question really put price tag screwing people,05,11
TAUB,get u natalie soellners locker kutner pull baggie close locker follow janitor hall house always agenda screwing u,05,11
KUTNER,yeah never oh wait already last year remember secret santa gift got,05,11
TAUB,making u fight could get best present start checking content natalies locker kutner sniff shrooms time making u wonder animosity ugly competition think real present,05,11
KUTNER,real house really freaked affect eventually affect u,05,11
TAUB,uhoh pull giant bottle acetaminophen locker maybe kid poisoned natalie maybe natalie,05,11
NATALIE,try kll,05,11
CUDDY,whyd painkiller,05,11
NATALIE,case got headache,05,11
CUDDY,maybe took many,05,11
NATALIE,kid,05,11
CUDDY,high school different age teenager incredibly mean know going,05,11
NATALIE,shake head bet cool pretty,05,11
CUDDY,pretty,05,11
NATALIE,fat loser hate know last year took photo yearbook website making fun calling pig,05,11
CUDDY,forget let make better,05,11
NATALIE,whats point,05,11
CUDDY,acetylcysteine could save liver act fast chance took pill,05,11
MR. SOELLNER,chance,05,11
CUDDY,okay cuddy start leave,05,11
MRS. SOELLNER,happiest sweetest little girl year ago hit puberty like secretive little stranger moved room tried talk going give treatment,05,11
MR. SOELLNER,cant really think tried,05,11
MRS. SOELLNER,know think,05,11
WILSON,subpoena gotten kind present,05,11
TAUB,book,05,11
WILSON,narrow look someone know read bookstore,05,11
TAUB,bookstore carry joseph bell surgery,05,11
WILSON,note,05,11
KUTNER,greg made think,05,11
WILSON,green wrapping paper,05,11
TAUB,know wilson fidget taub step closer desk,05,11
WILSON,nod time nothing,05,11
TAUB,kutner look yes somethings nothing natural response guess color paper wrapped descend stunned silence,05,11
WILSON,fidget bit irene adler christmas sarcoid symptom respond methotrexate ive never seen obsessed saved lastminute wegener diagnosis hour put thought would kll fell soon stacy sound silly irene one got away,05,11
KUTNER,quietly really,05,11
WILSON,idiot house screwing think woman mysterious green wrapping paper trademark,05,11
TAUB,guess,05,11
WILSON,could wrong possible secret admirer gave house book gave last christmas beeper sound paper wrapped note wrote,05,11
KUTNER,checking beeper gotta go,05,11
TAUB,heartbeat,05,11
CUDDY,bp crackling threequarters way get syringe medicine cart room,05,11
KUTNER,guess mean try kll,05,11
CUDDY,scratch hallucination thats mushroom leaf liver failure pulmonary edema,05,11
HOUSE,standing beseechingly,05,11
CUDDY,yes going stalk home busy week office closer,05,11
TAUB,thirteen foreman busy drug trialing needed answer overdose called updating u,05,11
HOUSE,cuddy convenient,05,11
CUDDY,update done leaf,05,11
TAUB,good experience parent never got divorced,05,11
HOUSE,theory,05,11
THIRTEEN,glue sniffing,05,11
KUTNER,effect lung would immediate,05,11
TAUB,house know whats going cuddy gave present,05,11
HOUSE,infection,05,11
THIRTEEN,fever polys sputum,05,11
TAUB,standing think loud long sigh think love,05,11
HOUSE,angrily told lay present fellow smile behind back lsd got distracted painkiller toxin still likely,05,11
TAUB,tell feel ill walk right damn love like need fly free,05,11
HOUSE,talked wilson,05,11
TAUB,girly handwriting way,05,11
HOUSE,knew wrapped new present said patient volunteered,05,11
KUTNER,checking file uh pleasant valley,05,11
HOUSE,soup kitchen trenton thirteen kutner go search home school taub take al swabbing fragrant contagious homeless men taub stop smiling fellow leave,05,11
HOUSE,hang video store tell everyone kevin spaceys keyser soze grab ice cream way ending really made sense,05,11
WILSON,present year even open,05,11
HOUSE,way knowing expensive book inside,05,11
WILSON,completely meaningless prank even get another ice cream sandwich,05,11
HOUSE,stealing ice cream completely meaningless albeit delicious prank observing team reaction unexplained phenomenon couldve pretty useful,05,11
WILSON,paying food way mess people give imaginary present,05,11
HOUSE,checked price fireman stripper recently,05,11
WILSON,yes house pause eating ice cream stare wilson holiday theyre hard get sit table see people around giving receiving gift sustained meaningful relationship since cant something deep subconscious make create appearance gift sad,05,11
HOUSE,really passed psych rotation,05,11
WILSON,bad cant nice people could get real present way,05,11
HOUSE,wanted gift would look deep patient eye act like oh sorry dying mr moron course ill sleep lack skill make,05,11
WILSON,wind insulting perhaps calling mr moron,05,11
HOUSE,right physically incapable polite,05,11
WILSON,kind sustained meaningful way,05,11
HOUSE,oh get trying get prove wrong gonna nice patient holiday season mr potter steal tiny tims porridge totally,05,11
WILSON,yeah actually trying pathetic part going work,05,11
HOUSE,thoughtfully right gotta stop jerk wilson look take wilson second ice cream sandwich oops kinda undercut leaf,05,11
THIRTEEN,janice remy,05,11
JANICE,yeah remember,05,11
THIRTEEN,heard left trial,05,11
JANICE,yeah,05,11
THIRTEEN,way could help,05,11
JANICE,um doctor one running test,05,11
THIRTEEN,dr foreman,05,11
JANICE,yeah,05,11
THIRTEEN,great neurologist great guy,05,11
JANICE,huh like laugh,05,11
THIRTEEN,,05,11
JANICE,told injection making sick stomach gave antacid,05,11
THIRTEEN,warned nausea side effect giving antacid really could,05,11
JANICE,told get without drug long time gonna spend guinea pig,05,11
TAUB,house tuberculosis,05,11
HOUSE,got al swab man good,05,11
TAUB,subtle clue homeless guy uncontrollably hacking blood cough lasted two month cachectic,05,11
HOUSE,removing jacket swiping lab coat chair back unless tie patient,05,11
TAUB,yes subtle clue like fact standing next soup line week,05,11
HOUSE,hate spunk,05,11
TAUB,tb cause lung failure liver symptom fit,05,11
HOUSE,start standard regimen head exam room,05,11
TAUB,uh clinic duty today,05,11
HOUSE,say duty,05,11
HOUSE,hi greg,05,11
WHITNEY,hi whitney,05,11
HOUSE,hi whitney help limp stool sits,05,11
WHITNEY,terrible headache,05,11
HOUSE,oh sorry hear ill get fixed anything else need like bottle water coffee mint tea,05,11
WHITNEY,thats nice usually clinic doctor kinda rushed,05,11
HOUSE,cant nice doctor feel pain,05,11
WHITNEY,back head,05,11
HOUSE,uh huh beccarias sign gone third trimester,05,11
WHITNEY,uh school,05,11
HOUSE,deep breath neither fetus,05,11
WHITNEY,oh god,05,11
HOUSE,know pregnant,05,11
WHITNEY,know headache,05,11
HOUSE,know missed period got fat threw oh wait thats know,05,11
WHITNEY,,05,11
HOUSE,know tight shirt stretched swollen boob salt craving imported clinic gesture almost empty bag chip next motion sickness patch anything kind sickness feel morning,05,11
WHITNEY,virgin fiancé,05,11
HOUSE,believe,05,11
WHITNEY,way could get pregnant like sitting toilet seat,05,11
HOUSE,absolutely would need guy sitting toilet seat yes absolutely look imploringly roll eye,05,11
CUDDY,natalie,05,11
MRS. SOELLNER,oh god natalie,05,11
CUDDY,seizure put side roll natalie nurse,05,11
MRS. SOELLNER,tv,05,11
CUDDY,supple neck know four milligram lorazepam,05,11
HOUSE,liver lung brain mysteriously reappeared word brain crossed white board put check mark speaking mysteriously reappeared put check mark crossed word cuddy,05,11
CUDDY,alt twenty time normal transaminase pt way gonna lose liver gotta get transplant list,05,11
HOUSE,keep showing also keep leaving possible hots really really hate kid also remotely possible reversed,05,11
CUDDY,nice kid wanna make sure okay hepatic fibrosis,05,11
THIRTEEN,normal complement level normal sized liver,05,11
HOUSE,remind loser high school every tom dick herschel wet dreaming could making think another helpless chubby little girl recently met,05,11
CUDDY,really making baby tried adopt,05,11
HOUSE,week enough time get hurt feeling,05,11
CUDDY,natalies think confusing maternal human stare look away first ruled mushroom,05,11
KUTNER,maybe shouldnt forget toxic think allergic severe mold allergy could cause liver failure respiratory arrest encephalopathy,05,11
THIRTEEN,ate shrooms day ago way still sick,05,11
HOUSE,unless also gave fungal infection give prick test antifungal,05,11
FOREMAN,hey thank gift really appreciate,05,11
THIRTEEN,nod smile spoke janice,05,11
FOREMAN,okay,05,11
THIRTEEN,yeah nausea said told like get,05,11
FOREMAN,,05,11
THIRTEEN,nausea something overcome sheer power,05,11
FOREMAN,prescribe power prescribed antacid cant handle leave trial anyway,05,11
THIRTEEN,nodding call say sorry shell come back,05,11
FOREMAN,,05,11
THIRTEEN,god acting like house,05,11
FOREMAN,angry acting like house exactly need apologize cruel manipulative,05,11
THIRTEEN,said thing told hard time,05,11
FOREMAN,worked,05,11
THIRTEEN,yearold woman falling apart physically emotionally dying,05,11
FOREMAN,look know seeing ghost christmas future tough way help making sure follows regimen becoming life coach,05,11
THIRTEEN,acting like house like,05,11
WHITNEY,dr house fiancé geoff,05,11
GEOFF,say told get pregnant sitting toilet seat,05,11
HOUSE,take deep breath adjusts neck said word particular inflection turn back desk,05,11
GEOFF,knew true,05,11
WHITNEY,grab house arm way possible,05,11
HOUSE,reported case civil wr soldier shot testicle musket ball carried nonmusket ball uterus woman working neighboring field nine month later miracle child born geoff also maybe cheated,05,11
GEOFF,looking whitney sadly made promise,05,11
WHITNEY,stuff bed sperm made somehow,05,11
HOUSE,likely came guy pen made somehow sure anythings possible,05,11
GEOFF,want paternity test,05,11
HOUSE,sotto voce tell amnio dangerous early pregnancy,05,11
WHITNEY,,05,11
HOUSE,care know,05,11
WHITNEY,taking geoffs arm paternity test,05,11
TAUB,reaction,05,11
NATALIE,thats bad,05,11
TAUB,mold allergy would explain symptom,05,11
KUTNER,find whats wrong worry uh know thing hard talk parent around kid really mean people talk program,05,11
NATALIE,ill okay,05,11
KUTNER,good spirit feeling better,05,11
NATALIE,homework dork guess cheer,05,11
KUTNER,parent brought,05,11
NATALIE,simon,05,11
KUTNER,jocky kid class,05,11
NATALIE,yeah left,05,11
KUTNER,security,05,11
SIMON,bringing homework,05,11
KUTNER,helped bully little girl completely refuse accept responsibility way came compassion leaf guilt,05,11
SIMON,nothing,05,11
KUTNER,stop lying ill take drug found locker copy slimy little jerk taub take arm step away,05,11
TAUB,kid anything,05,11
KUTNER,,05,11
TAUB,yeah yeah yeah get bullied school take easy,05,11
KUTNER,bullied,05,11
TAUB,right indian foster kid whose parent shot front clearly homecoming king kutner turn back simon,05,11
KUTNER,let try tell,05,11
SIMON,honestly understand exhales used friend id friend know people make fun,05,11
KUTNER,nothing could tell u help,05,11
SIMON,mention used drink lot,05,11
KUTNER,know,05,11
SIMON,look tell anyone right brother id kinda supplied people used get bottle vodka week,05,11
KUTNER,whyd stop,05,11
SIMON,shrug got id said cheaper buying,05,11
KUTNER,go simon leaf,05,11
TAUB,think got diagnosis little girl drunk,05,11
NATALIE,drink back,05,11
CUDDY,could die cant get transplant list know liver failing alcohol abuse would explain seizure could withdrawal,05,11
NATALIE,drunk six month even drink much back,05,11
CUDDY,couple vodka bottle week,05,11
NATALIE,open half bought know cause simon selling used friend thats like way could get even talk,05,11
CUDDY,stop buying said got id,05,11
NATALIE,know,05,11
CUDDY,see thats good answer remember asked kid know maybe nothing good school good work lousy life screwed every relationship ever thought would want bring child got older long pause feel pas let screw whole life,05,11
NATALIE,already screwed,05,11
ANNA,asthma said theyd fix make difference,05,11
HOUSE,sometimes doctor make mistake look chart anna need try twice hard fix using inhaler,05,11
ANNA,time go one week,05,11
HOUSE,sure using right,05,11
ANNA,look like idiot,05,11
HOUSE,show inhaler work,05,11
ANNA,jerk,05,11
CUDDY,uh,05,11
HOUSE,jamaican chicken recipe,05,11
CUDDY,parent said benzos still think natalies honest,05,11
HOUSE,willing die cover boozing,05,11
CUDDY,depressed feel like deserves kid dishing think either want die want attention dying give,05,11
HOUSE,throw hand idea care much tell kutner start benzos,05,11
CUDDY,house parent,05,11
HOUSE,uh uh uh alcoholism seizure totally different shoulder walk away need approval,05,11
HOUSE,sure want know make easier going tell anyway,05,11
WHITNEY,want know,05,11
GEOFF,say,05,11
HOUSE,hold hand leave,05,11
SCHMIDT,go home last night,05,11
FOREMAN,meant started reading file put let ask patient dropped one told,05,11
SCHMIDT,yeah,05,11
FOREMAN,think pursue,05,11
SCHMIDT,patient drop thats start hundred,05,11
FOREMAN,thought easy way make people drop come back,05,11
SCHMIDT,theyre people,05,11
FOREMAN,really thought zombie trial completed phase two,05,11
SCHMIDT,cant see patient people cant even see patient theyre number,05,11
FOREMAN,look friend mine disease,05,11
SCHMIDT,wanna know reason double blind personal stake skews study science human relationship result know work house think brought partner,05,11
MRS. SOELLNER,dr taub,05,11
MR. SOELLNER,talking passed,05,11
TAUB,heart slowing lower bed,05,11
MR. SOELLNER,fix loudly fix,05,11
TAUB,trying nurse push one amp atropine,05,11
GEOFF,waiting six hour father,05,11
HOUSE,geoff take hand whitney shoulder also cheat,05,11
HOUSE,cgi accompanies description normally sperm meet egg dna meet dna go back place cell divide nine month later joy bundled thats normally abnormally egg could two naturally occurring gene mutation naturally occur together spontaneous calcium spike could prep egg fertilization without sperm division mistake could let egg split without ever needing male dna parthenogenesis baby without daddy human ever theorized never proved hold two sheet paper gesturing one mommy baby daughter maternal dna personally checked five time seven month virgin birth geoff overcome merry christmas,05,11
HOUSE,gotta tell clinic patient,05,11
CUDDY,natalies liver continuing fail bradycardia atropine keeping heart rate gonna put pacemaker,05,11
HOUSE,alcohol withdrawal would cause heart race crawl,05,11
KUTNER,nothing structurally wrong heart ekg echo electrolyte panel normal,05,11
CUDDY,multiple endocrine syndrome,05,11
THIRTEEN,free normal hypothalamic brain tumor,05,11
TAUB,come ct scan,05,11
HOUSE,hitting organ could blood whats alk phos,05,11
THIRTEEN,checking chart,05,11
CUDDY,shaking head cant leukemia,05,11
CUDDY,high alk phos could also liver failure teenager mean bone growth destruction could throw,05,11
WILSON,maybe higher expect start chemo,05,11
HOUSE,bone marrow confirm,05,11
CUDDY,ordering test instead treatment heart liver give whatever need,05,11
HOUSE,attached girl cuddy open mouth nothing come call leaf,05,11
CUDDY,want u treat,05,11
WILSON,leukemia even kll every cancer cell heart liver far gone,05,11
CUDDY,double transplant,05,11
WILSON,brain involvement committee even open file reason put dying girl painful treatment cant save cuddy let sink kind,05,11
CUDDY,rising ill arrange biopsy,05,11
FOREMAN,mr burke conducting another trial tandem drug lower dose nausea le checking switch form want back,05,11
CUDDY,wrong maybe overlooked autoimmunes high sed rate,05,11
HOUSE,went normal complement level shake head slightly,05,11
CUDDY,hepatic fibrosis could still microangiopathic vasculitis take armload paper visitor chair put desk sits highdose steroid might able reverse,05,11
HOUSE,run hospital treat thousand patient every day die every day gonna get worked every one sort pile cuddy put desk speaks reach giftwrapped box grab cane yes brb,05,11
CUDDY,,05,11
HOUSE,thank patient,05,11
CUDDY,follows hall,05,11
HOUSE,saved marriage showing pregnancy result parthenogenesis,05,11
CUDDY,human parthenogenesis proved,05,11
HOUSE,yep unbelievable personally checked five time,05,11
CUDDY,check five time cyclers broken would send would taken,05,11
HOUSE,oh yeah sound impossible think guess better explanation paternity test showed cheated faked whole parthenogenesis thingy open wilson door,05,11
CUDDY,,05,11
HOUSE,win toss gift wilson catch,05,11
CUDDY,faked scientific miracle win bet wilson follows back office,05,11
HOUSE,mmm argument realize would simpler fake paternity test hey christmas spirit,05,11
CUDDY,think confusing nice evil letting woman deceive husband inventing virgin birth,05,11
HOUSE,obviously would fitting baby born christmas invented,05,11
CUDDY,leukemia seizure liver failure eclampsia,05,11
HOUSE,mean one dead patient two,05,11
CUDDY,um disease called eclampsia cause liver failure pulmonary edema seizure also associated cardiomyopathy,05,11
MRS. SOELLNER,thats pregnancy disease tested came,05,11
CUDDY,uh get eclampsia month giving birth,05,11
MR. SOELLNER,thats ridiculous could hide pregnancy,05,11
CUDDY,loose clothes heavy begin probably premature three week ago could missed physical exam natalie baby quit drinking asked kid feel guilty,05,11
NATALIE,sorry,05,11
MR. SOELLNER,,05,11
NATALIE,simon bad like boyfriendgirlfriend tell anyone even know,05,11
MRS. SOELLNER,happened baby,05,11
NATALIE,gonna give away found school soup kitchen started coming empty house street breathing tried hard anything sorry hospital maybe alive,05,11
MRS. SOELLNER,cure,05,11
CUDDY,damage heart liver permanent,05,11
NATALIE,gonna die,05,11
CUDDY,sorry,05,11
NATALIE,even bury put coat,05,11
MICHAEL,get house,05,11
CUDDY,doctor,05,11
MICHAEL,care,05,11
CUDDY,uh find body baby,05,11
MICHAEL,said get,05,11
WOMAN,michael enters room carrying baby,05,11
CUDDY,thats baby tiny way gave birth three week ago,05,11
WOMAN,sister,05,11
CUDDY,baby sick need clean water need real heat probably born partially blocked airway might even brain damage take care place like,05,11
MICHAEL,shut,05,11
WOMAN,took care,05,11
CUDDY,know found saved life let go,05,11
NATALIE,,05,11
CUDDY,daughter alive people found took care,05,11
NATALIE,whispering beautiful,05,11
CAMERON,kutner transplant,05,11
KUTNER,appealed sick,05,11
CAMERON,much time left,05,11
KUTNER,couple day,05,11
CHASE,baby,05,11
KUTNER,seems healthy early tell hospital observation day shrug,05,11
TAUB,best case wind teenage father got voted captain varsity bullying team,05,11
KUTNER,kid,05,11
TAUB,right,05,11
KUTNER,gotta go,05,11
KUTNER,jonathan,05,11
JONATHAN,yeah,05,11
KUTNER,uh lawrence kutner,05,11
